"","OSA_prob_intercept","OSA_misclassification_rate","OSA_true_est","pval_true_est","OSA_observed_est","pval_observed_est"
"6398",-0.5,0.4,0.0861661678215171,0.000102972868742961,0.0627753358820592,0.0135649499646105
"6399",-0.5,0.4,0.093133245136925,3.23942527443803e-05,0.0992131231812953,0.000119462250592295
"6400",-0.5,0.4,0.12692943755613,1.11726222838137e-08,0.0791231742266275,0.00187285923808944
"6401",-0.5,0.4,0.0717681490888641,0.00137376438663629,0.0553612971923904,0.0304255034789435
"6402",-0.5,0.4,0.0871063458463629,9.12594171581623e-05,0.110602837328952,1.32523798377106e-05
"6403",-0.5,0.4,0.102898609140942,3.97633885487637e-06,0.0427215706759791,0.0965698632411956
"6404",-0.5,0.4,0.0900989950524882,5.23926761824858e-05,0.0379562328605134,0.140028795505774
"6405",-0.5,0.4,0.108877837784717,9.43094756423415e-07,0.0818435529429783,0.00121676753190453
"6406",-0.5,0.4,0.0959127308330291,1.74612625298146e-05,0.0850070485470805,0.000980025752859605
"6407",-0.5,0.4,0.0824418201158107,0.000216713023337678,0.078848125557053,0.00189524173762403
"6408",-0.5,0.4,0.113291489976321,3.93610653844018e-07,0.0759418830026734,0.00315994174961697
"6409",-0.5,0.4,0.0991390403943813,8.49338508325234e-06,0.0685732409648283,0.007369459623989
"6410",-0.5,0.4,0.091056372434876,3.63911826001048e-05,0.079384679384106,0.0017731407879312
"6411",-0.5,0.4,0.0931155712162431,2.92373638832363e-05,0.0877797103337978,0.000566780915088709
"6412",-0.5,0.4,0.1299344245679,6.4886481928594e-09,0.103855045940716,5.24386943090446e-05
"6413",-0.5,0.4,0.119923594173377,7.97279990665139e-08,0.101181125987078,7.59135849504573e-05
"6414",-0.5,0.4,0.0699067102078083,0.00172962903714489,0.0373979194460589,0.146305994793939
"6415",-0.5,0.4,0.102636376597525,3.77175375021035e-06,0.0480404501238248,0.0585888171669822
"6416",-0.5,0.4,0.139540575377115,2.64986869100724e-10,0.106260568971279,3.00297709584535e-05
"6417",-0.5,0.4,0.0723883579592649,0.00106790308138228,0.0517944689293615,0.0422050330866289
"6418",-0.5,0.4,0.0876382242049775,9.21272797405827e-05,0.111393697055049,1.26189157499602e-05
"6419",-0.5,0.4,0.0922930990039763,3.12865090324939e-05,0.0709968310373314,0.00529254981507205
"6420",-0.5,0.4,0.0880207090955229,7.08977289063766e-05,0.0666425919134463,0.00877881976939385
"6421",-0.5,0.4,0.082610129360165,0.000231576423488548,0.0849488281790587,0.000906636843756157
"6422",-0.5,0.4,0.0799748810226672,0.00029836046627625,0.0446072966350279,0.0808323832579092
"6423",-0.5,0.4,0.0958414787915161,1.76159720784604e-05,0.0606895796667215,0.0182207678999139
"6424",-0.5,0.4,0.116590024852326,1.48609049780276e-07,0.089320150864981,0.000471906695231539
"6425",-0.5,0.4,0.102505503957393,4.34681807321262e-06,0.0509932773016736,0.0470202510994267
"6426",-0.5,0.4,0.0795976398063539,0.000337179521344026,0.0512595389475133,0.0456507439319502
"6427",-0.5,0.4,0.0971786425347168,1.04441097817252e-05,0.0723458272083903,0.0043307784053521
"6428",-0.5,0.4,0.10545173501582,1.80686851865025e-06,0.0736350438858867,0.00368708369446658
"6429",-0.5,0.4,0.0761968006546334,0.000631133618792608,0.0451644651046579,0.0768512125517617
"6430",-0.5,0.4,0.111129199077969,5.43851943022339e-07,0.0818805686389579,0.00137030462958454
"6431",-0.5,0.4,0.0570178873017329,0.0109988382461669,0.0195101922647855,0.453657296313857
"6432",-0.5,0.4,0.122510603840644,3.58252887518842e-08,0.103113939473808,5.27858906739305e-05
"6433",-0.5,0.4,0.0939998650780012,2.37401950669956e-05,0.0927905503745884,0.000302197867410916
"6434",-0.5,0.4,0.0646869269990869,0.00374207033244365,0.0699436311633281,0.00649045663230743
"6435",-0.5,0.4,0.0797637761186743,0.000357958356933619,0.052752300273371,0.0407821553762347
"6436",-0.5,0.4,0.10658164088767,1.61162479497252e-06,0.0916170038713672,0.000328519222789938
"6437",-0.5,0.4,0.108999868880832,1.04365590451329e-06,0.0530444350514647,0.039344196133834
"6438",-0.5,0.4,0.0913764517724094,4.53450347331226e-05,0.0420781286929644,0.10479691144169
"6439",-0.5,0.4,0.0726936602305061,0.00112312431957608,0.0288862918131801,0.258948831662321
"6440",-0.5,0.4,0.0747425336891708,0.00078300288145987,0.0798537485276745,0.00175258230035262
"6441",-0.5,0.4,0.0738688434766998,0.000899858592493574,0.069277514392204,0.00620700472455744
"6442",-0.5,0.4,0.115757513721862,2.09994829654758e-07,0.0921652740974593,0.000316420200288992
"6443",-0.5,0.4,0.111572319713637,5.22406011636209e-07,0.0627514001599661,0.0132095128116673
"6444",-0.5,0.4,0.114093646899767,4.13210414503281e-07,0.126176106422204,1.00060312701254e-06
"6445",-0.5,0.4,0.111221513114333,5.4127412524424e-07,0.103943239959537,4.37011256283589e-05
"6446",-0.5,0.4,0.0857229867918389,0.000115005394252873,0.0272100549566182,0.289458829902152
"6447",-0.5,0.4,0.104438862748565,2.56028327509926e-06,0.129488902511168,2.96803985717843e-07
"6448",-0.5,0.4,0.0876376697322529,8.45793291126226e-05,0.0608850408334093,0.0171343006437403
"6449",-0.5,0.4,0.10295167690073,3.82514751935291e-06,0.0559055905085082,0.0300975445254431
"6450",-0.5,0.4,0.12954765988986,5.07053598006499e-09,0.121979730254252,1.37060592366669e-06
"6451",-0.5,0.4,0.136933661469416,7.28090651083669e-10,0.101527176024562,6.47815755824498e-05
